dep;sexe;Dc_Elec_Covid_cum;jour
81;0;1;2020-03-24
81;0;3;2020-03-25
81;0;4;2020-03-26
81;0;4;2020-03-27
81;0;6;2020-03-28
81;0;7;2020-03-29
81;0;7;2020-03-30
81;0;10;2020-03-31
81;0;10;2020-04-01
81;0;10;2020-04-02
81;0;10;2020-04-03
81;0;11;2020-04-04
81;0;13;2020-04-05
81;0;13;2020-04-06
81;0;15;2020-04-07
81;0;15;2020-04-08
81;0;16;2020-04-09
81;0;16;2020-04-10
81;0;16;2020-04-11
81;0;18;2020-04-12
81;0;18;2020-04-13
81;0;19;2020-04-14
81;0;20;2020-04-15
81;0;22;2020-04-16
81;0;24;2020-04-17
81;0;24;2020-04-18
81;0;25;2020-04-19
81;0;26;2020-04-20
81;0;27;2020-04-21
81;0;27;2020-04-22
81;0;27;2020-04-23
81;0;27;2020-04-24
81;0;28;2020-04-25
81;0;28;2020-04-26
81;0;28;2020-04-27
81;0;28;2020-04-28
81;0;28;2020-04-29
81;0;28;2020-04-30
81;0;28;2020-05-01
81;0;28;2020-05-02
81;0;28;2020-05-03
81;0;28;2020-05-04
81;0;29;2020-05-05
81;0;29;2020-05-06
81;0;29;2020-05-07
81;0;29;2020-05-08
81;0;29;2020-05-09
81;0;29;2020-05-10
81;0;29;2020-05-11
81;0;29;2020-05-12
81;0;30;2020-05-13
81;0;30;2020-05-14
81;0;30;2020-05-15
81;0;30;2020-05-16
81;0;30;2020-05-17
81;1;0;2020-03-06
81;1;0;2020-03-07
81;1;0;2020-03-08
81;1;0;2020-03-09
81;1;0;2020-03-10
81;1;0;2020-03-11
81;1;0;2020-03-12
81;1;0;2020-03-13
81;1;0;2020-03-14
81;1;0;2020-03-15
81;1;0;2020-03-16
81;1;0;2020-03-17
81;1;0;2020-03-18
81;1;0;2020-03-19
81;1;0;2020-03-20
81;1;0;2020-03-21
81;1;0;2020-03-22
81;1;0;2020-03-23
81;1;0;2020-03-24
81;1;1;2020-03-25
81;1;1;2020-03-26
81;1;1;2020-03-27
81;1;2;2020-03-28
81;1;2;2020-03-29
81;1;2;2020-03-30
81;1;4;2020-03-31
81;1;4;2020-04-01
81;1;4;2020-04-02
81;1;4;2020-04-03
81;1;5;2020-04-04
81;1;6;2020-04-05
81;1;6;2020-04-06
81;1;7;2020-04-07
81;1;7;2020-04-08
81;1;7;2020-04-09
81;1;7;2020-04-10
81;1;7;2020-04-11
81;1;8;2020-04-12
81;1;8;2020-04-13
81;1;9;2020-04-14
81;1;10;2020-04-15
81;1;10;2020-04-16
81;1;11;2020-04-17
81;1;11;2020-04-18
81;1;11;2020-04-19
81;1;11;2020-04-20
81;1;11;2020-04-21
81;1;11;2020-04-22
81;1;11;2020-04-23
81;1;11;2020-04-24
81;1;12;2020-04-25
81;1;12;2020-04-26
81;1;12;2020-04-27
81;1;12;2020-04-28
81;1;12;2020-04-29
81;1;12;2020-04-30
81;1;12;2020-05-01
81;1;12;2020-05-02
81;1;12;2020-05-03
81;1;12;2020-05-04
81;1;12;2020-05-05
81;1;12;2020-05-06
81;1;12;2020-05-07
81;1;12;2020-05-08
81;1;12;2020-05-09
81;1;12;2020-05-10
81;1;12;2020-05-11
81;1;12;2020-05-12
81;1;13;2020-05-13
81;1;13;2020-05-14
81;1;13;2020-05-15
81;1;13;2020-05-16
81;1;13;2020-05-17
81;2;0;2020-03-06
81;2;0;2020-03-07
81;2;0;2020-03-08
81;2;0;2020-03-09
81;2;0;2020-03-10
81;2;0;2020-03-11
81;2;0;2020-03-12
81;2;0;2020-03-13
81;2;0;2020-03-14
81;2;0;2020-03-15
81;2;0;2020-03-16
81;2;0;2020-03-17
81;2;0;2020-03-18
81;2;0;2020-03-19
81;2;1;2020-03-20
81;2;1;2020-03-21
81;2;1;2020-03-22
81;2;1;2020-03-23
81;2;1;2020-03-24
81;2;2;2020-03-25
81;2;3;2020-03-26
81;2;3;2020-03-27
81;2;4;2020-03-28
81;2;5;2020-03-29
81;2;5;2020-03-30
81;2;6;2020-03-31
81;2;6;2020-04-01
81;2;6;2020-04-02
81;2;6;2020-04-03
81;2;6;2020-04-04
81;2;7;2020-04-05
81;2;7;2020-04-06
81;2;8;2020-04-07
81;2;8;2020-04-08
81;2;9;2020-04-09
81;2;9;2020-04-10
81;2;9;2020-04-11
81;2;10;2020-04-12
81;2;10;2020-04-13
81;2;10;2020-04-14
81;2;10;2020-04-15
81;2;12;2020-04-16
81;2;13;2020-04-17
81;2;13;2020-04-18
81;2;14;2020-04-19
81;2;15;2020-04-20
81;2;16;2020-04-21
81;2;16;2020-04-22
81;2;16;2020-04-23
81;2;16;2020-04-24
81;2;16;2020-04-25
81;2;16;2020-04-26
81;2;16;2020-04-27
81;2;16;2020-04-28
81;2;16;2020-04-29
81;2;16;2020-04-30
81;2;16;2020-05-01
81;2;16;2020-05-02
81;2;16;2020-05-03
81;2;16;2020-05-04
81;2;17;2020-05-05
81;2;17;2020-05-06
81;2;17;2020-05-07
81;2;17;2020-05-08
81;2;17;2020-05-09
81;2;17;2020-05-10
81;2;17;2020-05-11
81;2;17;2020-05-12
81;2;17;2020-05-13
81;2;17;2020-05-14
81;2;17;2020-05-15
81;2;17;2020-05-16
81;2;17;2020-05-17
82;0;0;2020-03-06
82;0;0;2020-03-07
82;0;0;2020-03-08
82;0;0;2020-03-09
82;0;0;2020-03-10
82;0;0;2020-03-11
82;0;0;2020-03-12
82;0;0;2020-03-13
82;0;0;2020-03-14
82;0;0;2020-03-15
82;0;0;2020-03-16
82;0;0;2020-03-17
82;0;0;2020-03-18
82;0;0;2020-03-19
82;0;0;2020-03-20
82;0;0;2020-03-21
82;0;0;2020-03-22
82;0;0;2020-03-23
82;0;0;2020-03-24
82;0;0;2020-03-25
82;0;0;2020-03-26
82;0;0;2020-03-27
82;0;0;2020-03-28
82;0;0;2020-03-29
82;0;0;2020-03-30
82;0;0;2020-03-31
82;0;0;2020-04-01
82;0;1;2020-04-02
82;0;1;2020-04-03
82;0;1;2020-04-04
82;0;1;2020-04-05
82;0;1;2020-04-06
82;0;1;2020-04-07
82;0;1;2020-04-08
82;0;1;2020-04-09
82;0;1;2020-04-10
82;0;1;2020-04-11
82;0;1;2020-04-12
82;0;1;2020-04-13
82;0;3;2020-04-14
82;0;4;2020-04-15
82;0;4;2020-04-16
82;0;4;2020-04-17
82;0;4;2020-04-18
82;0;4;2020-04-19
82;0;4;2020-04-20
82;0;4;2020-04-21
82;0;4;2020-04-22
82;0;5;2020-04-23
82;0;6;2020-04-24
82;0;6;2020-04-25
82;0;6;2020-04-26
82;0;6;2020-04-27
82;0;7;2020-04-28
82;0;7;2020-04-29
82;0;7;2020-04-30
82;0;7;2020-05-01
82;0;7;2020-05-02
82;0;7;2020-05-03
82;0;7;2020-05-04
82;0;8;2020-05-05
82;0;8;2020-05-06
82;0;8;2020-05-07
82;0;8;2020-05-08
82;0;8;2020-05-09
82;0;8;2020-05-10
82;0;8;2020-05-11
82;0;8;2020-05-12
82;0;8;2020-05-13
82;0;8;2020-05-14
82;0;8;2020-05-15
82;0;8;2020-05-16
82;0;8;2020-05-17
82;1;0;2020-03-06
82;1;0;2020-03-07
82;1;0;2020-03-08
82;1;0;2020-03-09
82;1;0;2020-03-10
82;1;0;2020-03-11
82;1;0;2020-03-12
82;1;0;2020-03-13
82;1;0;2020-03-14
82;1;0;2020-03-15
82;1;0;2020-03-16
82;1;0;2020-03-17
82;1;0;2020-03-18
82;1;0;2020-03-19
82;1;0;2020-03-20
82;1;0;2020-03-21
82;1;0;2020-03-22
82;1;0;2020-03-23
82;1;0;2020-03-24
82;1;0;2020-03-25
82;1;0;2020-03-26
82;1;0;2020-03-27
82;1;0;2020-03-28
82;1;0;2020-03-29
82;1;0;2020-03-30
82;1;0;2020-03-31
82;1;0;2020-04-01
82;1;0;2020-04-02
82;1;0;2020-04-03
82;1;0;2020-04-04
82;1;0;2020-04-05
82;1;0;2020-04-06
82;1;0;2020-04-07
82;1;0;2020-04-08
82;1;0;2020-04-09
82;1;0;2020-04-10
82;1;0;2020-04-11
82;1;0;2020-04-12
82;1;0;2020-04-13
82;1;0;2020-04-14
82;1;0;2020-04-15
82;1;0;2020-04-16
82;1;0;2020-04-17
82;1;0;2020-04-18
82;1;0;2020-04-19
82;1;0;2020-04-20
82;1;0;2020-04-21
82;1;0;2020-04-22
82;1;0;2020-04-23
82;1;1;2020-04-24
82;1;1;2020-04-25
82;1;1;2020-04-26
82;1;1;2020-04-27
82;1;2;2020-04-28
82;1;2;2020-04-29
82;1;2;2020-04-30
82;1;2;2020-05-01
82;1;2;2020-05-02
82;1;2;2020-05-03
82;1;2;2020-05-04
82;1;3;2020-05-05
82;1;3;2020-05-06
82;1;3;2020-05-07
82;1;3;2020-05-08
82;1;3;2020-05-09
82;1;3;2020-05-10
82;1;3;2020-05-11
82;1;3;2020-05-12
82;1;3;2020-05-13
82;1;3;2020-05-14
82;1;3;2020-05-15
82;1;3;2020-05-16
82;1;3;2020-05-17
82;2;0;2020-03-06
82;2;0;2020-03-07
82;2;0;2020-03-08
82;2;0;2020-03-09
82;2;0;2020-03-10
82;2;0;2020-03-11
82;2;0;2020-03-12
82;2;0;2020-03-13
82;2;0;2020-03-14
82;2;0;2020-03-15
82;2;0;2020-03-16
82;2;0;2020-03-17
82;2;0;2020-03-18
82;2;0;2020-03-19
82;2;0;2020-03-20
82;2;0;2020-03-21
82;2;0;2020-03-22
82;2;0;2020-03-23
82;2;0;2020-03-24
82;2;0;2020-03-25
82;2;0;2020-03-26
82;2;0;2020-03-27
82;2;0;2020-03-28
82;2;0;2020-03-29
82;2;0;2020-03-30
82;2;0;2020-03-31
82;2;0;2020-04-01
82;2;1;2020-04-02
82;2;1;2020-04-03
82;2;1;2020-04-04
82;2;1;2020-04-05
82;2;1;2020-04-06
82;2;1;2020-04-07
82;2;1;2020-04-08
82;2;1;2020-04-09
82;2;1;2020-04-10
82;2;1;2020-04-11
82;2;1;2020-04-12
82;2;1;2020-04-13
82;2;3;2020-04-14
82;2;4;2020-04-15
82;2;4;2020-04-16
82;2;4;2020-04-17
82;2;4;2020-04-18
82;2;4;2020-04-19
82;2;4;2020-04-20
82;2;4;2020-04-21
82;2;4;2020-04-22
82;2;5;2020-04-23
82;2;5;2020-04-24
82;2;5;2020-04-25
82;2;5;2020-04-26
82;2;5;2020-04-27
82;2;5;2020-04-28
82;2;5;2020-04-29
82;2;5;2020-04-30
82;2;5;2020-05-01
82;2;5;2020-05-02
82;2;5;2020-05-03
82;2;5;2020-05-04
82;2;5;2020-05-05
82;2;5;2020-05-06
82;2;5;2020-05-07
82;2;5;2020-05-08
82;2;5;2020-05-09
82;2;5;2020-05-10
82;2;5;2020-05-11
82;2;5;2020-05-12
82;2;5;2020-05-13
82;2;5;2020-05-14
82;2;5;2020-05-15
82;2;5;2020-05-16
82;2;5;2020-05-17
83;0;0;2020-03-06
83;0;0;2020-03-07
83;0;0;2020-03-08
83;0;0;2020-03-09
83;0;0;2020-03-10
83;0;0;2020-03-11
83;0;0;2020-03-12
83;0;0;2020-03-13
83;0;0;2020-03-14
83;0;0;2020-03-15
83;0;0;2020-03-16
83;0;0;2020-03-17
83;0;0;2020-03-18
83;0;0;2020-03-19
83;0;1;2020-03-20
83;0;1;2020-03-21
83;0;2;2020-03-22
83;0;5;2020-03-23
83;0;6;2020-03-24
83;0;7;2020-03-25
83;0;7;2020-03-26
83;0;7;2020-03-27
83;0;8;2020-03-28
83;0;9;2020-03-29
83;0;9;2020-03-30
83;0;11;2020-03-31
83;0;11;2020-04-01
83;0;12;2020-04-02
83;0;14;2020-04-03
83;0;19;2020-04-04
83;0;23;2020-04-05
83;0;28;2020-04-06
83;0;31;2020-04-07
83;0;34;2020-04-08
83;0;37;2020-04-09
83;0;40;2020-04-10
83;0;43;2020-04-11
83;0;45;2020-04-12
83;0;45;2020-04-13
83;0;46;2020-04-14
83;0;50;2020-04-15
83;0;55;2020-04-16
83;0;60;2020-04-17
83;0;62;2020-04-18
83;0;62;2020-04-19
83;0;65;2020-04-20
83;0;66;2020-04-21
83;0;72;2020-04-22
83;0;76;2020-04-23
83;0;77;2020-04-24
83;0;78;2020-04-25
83;0;79;2020-04-26
83;0;80;2020-04-27
83;0;81;2020-04-28
83;0;81;2020-04-29
83;0;83;2020-04-30
83;0;84;2020-05-01
83;0;84;2020-05-02
83;0;86;2020-05-03
83;0;89;2020-05-04
83;0;89;2020-05-05
83;0;90;2020-05-06
83;0;91;2020-05-07
83;0;92;2020-05-08
83;0;92;2020-05-09
83;0;93;2020-05-10
83;0;93;2020-05-11
83;0;94;2020-05-12
83;0;95;2020-05-13
83;0;95;2020-05-14
83;0;95;2020-05-15
83;0;95;2020-05-16
83;0;95;2020-05-17
83;1;0;2020-03-06
83;1;0;2020-03-07
83;1;0;2020-03-08
83;1;0;2020-03-09
83;1;0;2020-03-10
83;1;0;2020-03-11
83;1;0;2020-03-12
83;1;0;2020-03-13
83;1;0;2020-03-14
83;1;0;2020-03-15
83;1;0;2020-03-16
83;1;0;2020-03-17
83;1;0;2020-03-18
83;1;0;2020-03-19
83;1;1;2020-03-20
83;1;1;2020-03-21
83;1;2;2020-03-22
83;1;3;2020-03-23
83;1;4;2020-03-24
83;1;4;2020-03-25
83;1;4;2020-03-26
83;1;4;2020-03-27
83;1;5;2020-03-28
83;1;6;2020-03-29
83;1;6;2020-03-30
83;1;7;2020-03-31
83;1;7;2020-04-01
83;1;8;2020-04-02
83;1;10;2020-04-03
83;1;13;2020-04-04
83;1;16;2020-04-05
83;1;17;2020-04-06
83;1;19;2020-04-07
83;1;20;2020-04-08
83;1;20;2020-04-09
83;1;22;2020-04-10
83;1;24;2020-04-11
83;1;26;2020-04-12
83;1;26;2020-04-13
83;1;27;2020-04-14
83;1;30;2020-04-15
83;1;34;2020-04-16
83;1;36;2020-04-17
83;1;36;2020-04-18
83;1;36;2020-04-19
83;1;39;2020-04-20
83;1;39;2020-04-21
83;1;44;2020-04-22
83;1;46;2020-04-23
83;1;46;2020-04-24
83;1;47;2020-04-25
83;1;48;2020-04-26
83;1;48;2020-04-27
83;1;48;2020-04-28
83;1;48;2020-04-29
83;1;48;2020-04-30
83;1;49;2020-05-01
83;1;49;2020-05-02
83;1;51;2020-05-03
83;1;53;2020-05-04
83;1;53;2020-05-05
83;1;53;2020-05-06
83;1;53;2020-05-07
83;1;54;2020-05-08
83;1;54;2020-05-09
83;1;55;2020-05-10
83;1;55;2020-05-11
83;1;55;2020-05-12
83;1;55;2020-05-13
83;1;55;2020-05-14
83;1;55;2020-05-15
83;1;55;2020-05-16
83;1;55;2020-05-17
83;2;0;2020-03-06
83;2;0;2020-03-07
83;2;0;2020-03-08
83;2;0;2020-03-09
83;2;0;2020-03-10
83;2;0;2020-03-11
83;2;0;2020-03-12
83;2;0;2020-03-13
83;2;0;2020-03-14
83;2;0;2020-03-15
83;2;0;2020-03-16
83;2;0;2020-03-17
83;2;0;2020-03-18
83;2;0;2020-03-19
83;2;0;2020-03-20
83;2;0;2020-03-21
83;2;0;2020-03-22
83;2;2;2020-03-23
83;2;2;2020-03-24
83;2;3;2020-03-25
83;2;3;2020-03-26
83;2;3;2020-03-27
83;2;3;2020-03-28
83;2;3;2020-03-29
83;2;3;2020-03-30
83;2;4;2020-03-31
83;2;4;2020-04-01
83;2;4;2020-04-02
83;2;4;2020-04-03
83;2;6;2020-04-04
83;2;7;2020-04-05
83;2;11;2020-04-06
83;2;12;2020-04-07
83;2;14;2020-04-08
83;2;17;2020-04-09
83;2;18;2020-04-10
83;2;19;2020-04-11
83;2;19;2020-04-12
83;2;19;2020-04-13
83;2;19;2020-04-14
83;2;20;2020-04-15
83;2;21;2020-04-16
83;2;24;2020-04-17
83;2;26;2020-04-18
83;2;26;2020-04-19
83;2;26;2020-04-20
83;2;27;2020-04-21
83;2;28;2020-04-22
83;2;30;2020-04-23
83;2;31;2020-04-24
83;2;31;2020-04-25
83;2;31;2020-04-26
83;2;32;2020-04-27
83;2;33;2020-04-28
83;2;33;2020-04-29
83;2;35;2020-04-30
83;2;35;2020-05-01
83;2;35;2020-05-02
83;2;35;2020-05-03
83;2;36;2020-05-04
83;2;36;2020-05-05
83;2;37;2020-05-06
83;2;38;2020-05-07
83;2;38;2020-05-08
83;2;38;2020-05-09
83;2;38;2020-05-10
83;2;38;2020-05-11
83;2;39;2020-05-12
83;2;40;2020-05-13
83;2;40;2020-05-14
83;2;40;2020-05-15
83;2;40;2020-05-16
83;2;40;2020-05-17
84;0;0;2020-03-06
84;0;0;2020-03-07
84;0;0;2020-03-08
84;0;0;2020-03-09
84;0;0;2020-03-10
84;0;0;2020-03-11
84;0;0;2020-03-12
84;0;0;2020-03-13
84;0;0;2020-03-14
84;0;0;2020-03-15
84;0;0;2020-03-16
84;0;0;2020-03-17
84;0;0;2020-03-18
84;0;0;2020-03-19
84;0;0;2020-03-20
84;0;1;2020-03-21
84;0;1;2020-03-22
84;0;1;2020-03-23
84;0;1;2020-03-24
84;0;1;2020-03-25
84;0;1;2020-03-26
84;0;1;2020-03-27
84;0;1;2020-03-28
84;0;1;2020-03-29
84;0;1;2020-03-30
84;0;1;2020-03-31
84;0;2;2020-04-01
84;0;2;2020-04-02
84;0;2;2020-04-03
84;0;3;2020-04-04
84;0;4;2020-04-05
84;0;4;2020-04-06
84;0;4;2020-04-07
84;0;4;2020-04-08
84;0;4;2020-04-09
84;0;4;2020-04-10
84;0;4;2020-04-11
84;0;4;2020-04-12
84;0;4;2020-04-13
84;0;4;2020-04-14
84;0;4;2020-04-15
84;0;4;2020-04-16
84;0;4;2020-04-17
84;0;4;2020-04-18
84;0;4;2020-04-19
84;0;4;2020-04-20
84;0;4;2020-04-21
84;0;4;2020-04-22
84;0;4;2020-04-23
84;0;4;2020-04-24
84;0;4;2020-04-25
84;0;4;2020-04-26
84;0;4;2020-04-27
84;0;4;2020-04-28
84;0;4;2020-04-29
84;0;5;2020-04-30
84;0;5;2020-05-01
84;0;5;2020-05-02
84;0;5;2020-05-03
84;0;5;2020-05-04
84;0;6;2020-05-05
84;0;6;2020-05-06
84;0;6;2020-05-07
84;0;6;2020-05-08
84;0;6;2020-05-09
84;0;6;2020-05-10
84;0;7;2020-05-11
84;0;8;2020-05-12
84;0;8;2020-05-13
84;0;8;2020-05-14
84;0;8;2020-05-15
84;0;8;2020-05-16
84;0;8;2020-05-17
84;1;0;2020-03-06
84;1;0;2020-03-07
84;1;0;2020-03-08
84;1;0;2020-03-09
84;1;0;2020-03-10
84;1;0;2020-03-11
84;1;0;2020-03-12
84;1;0;2020-03-13
84;1;0;2020-03-14
84;1;0;2020-03-15
84;1;0;2020-03-16
84;1;0;2020-03-17
84;1;0;2020-03-18
84;1;0;2020-03-19
84;1;0;2020-03-20
84;1;0;2020-03-21
84;1;0;2020-03-22
84;1;0;2020-03-23
84;1;0;2020-03-24
84;1;0;2020-03-25
84;1;0;2020-03-26
84;1;0;2020-03-27
84;1;0;2020-03-28
84;1;0;2020-03-29
84;1;0;2020-03-30
84;1;0;2020-03-31
84;1;1;2020-04-01
84;1;1;2020-04-02
84;1;1;2020-04-03
84;1;1;2020-04-04
84;1;1;2020-04-05
84;1;1;2020-04-06
84;1;1;2020-04-07
84;1;1;2020-04-08
84;1;1;2020-04-09
84;1;1;2020-04-10
84;1;1;2020-04-11
84;1;1;2020-04-12
84;1;1;2020-04-13
84;1;1;2020-04-14
84;1;1;2020-04-15
84;1;1;2020-04-16
84;1;1;2020-04-17
84;1;1;2020-04-18
84;1;1;2020-04-19
84;1;1;2020-04-20
84;1;1;2020-04-21
84;1;1;2020-04-22
84;1;1;2020-04-23
84;1;1;2020-04-24
84;1;1;2020-04-25
84;1;1;2020-04-26
84;1;1;2020-04-27
84;1;1;2020-04-28
84;1;1;2020-04-29
84;1;2;2020-04-30
84;1;2;2020-05-01
84;1;2;2020-05-02
84;1;2;2020-05-03
84;1;2;2020-05-04
84;1;3;2020-05-05
84;1;3;2020-05-06
84;1;3;2020-05-07
84;1;3;2020-05-08
84;1;3;2020-05-09
84;1;3;2020-05-10
84;1;4;2020-05-11
84;1;5;2020-05-12
84;1;5;2020-05-13
84;1;5;2020-05-14
84;1;5;2020-05-15
84;1;5;2020-05-16
84;1;5;2020-05-17
84;2;0;2020-03-06
84;2;0;2020-03-07
84;2;0;2020-03-08
84;2;0;2020-03-09
84;2;0;2020-03-10
84;2;0;2020-03-11
84;2;0;2020-03-12
84;2;0;2020-03-13
84;2;0;2020-03-14
84;2;0;2020-03-15
84;2;0;2020-03-16
84;2;0;2020-03-17
84;2;0;2020-03-18
84;2;0;2020-03-19
84;2;0;2020-03-20
84;2;1;2020-03-21
84;2;1;2020-03-22
84;2;1;2020-03-23
84;2;1;2020-03-24
84;2;1;2020-03-25
84;2;1;2020-03-26
84;2;1;2020-03-27
84;2;1;2020-03-28
84;2;1;2020-03-29
84;2;1;2020-03-30
84;2;1;2020-03-31
84;2;1;2020-04-01
84;2;1;2020-04-02
84;2;1;2020-04-03
84;2;2;2020-04-04
84;2;3;2020-04-05
84;2;3;2020-04-06
84;2;3;2020-04-07
84;2;3;2020-04-08
84;2;3;2020-04-09
84;2;3;2020-04-10
84;2;3;2020-04-11
84;2;3;2020-04-12
84;2;3;2020-04-13
84;2;3;2020-04-14
84;2;3;2020-04-15
84;2;3;2020-04-16
84;2;3;2020-04-17
84;2;3;2020-04-18
84;2;3;2020-04-19
84;2;3;2020-04-20
84;2;3;2020-04-21
84;2;3;2020-04-22
84;2;3;2020-04-23
84;2;3;2020-04-24
84;2;3;2020-04-25
84;2;3;2020-04-26
84;2;3;2020-04-27
84;2;3;2020-04-28
84;2;3;2020-04-29
84;2;3;2020-04-30
84;2;3;2020-05-01
84;2;3;2020-05-02
84;2;3;2020-05-03
84;2;3;2020-05-04
84;2;3;2020-05-05
84;2;3;2020-05-06
84;2;3;2020-05-07
84;2;3;2020-05-08
84;2;3;2020-05-09
84;2;3;2020-05-10
84;2;3;2020-05-11
84;2;3;2020-05-12
84;2;3;2020-05-13
84;2;3;2020-05-14
84;2;3;2020-05-15
84;2;3;2020-05-16
84;2;3;2020-05-17
85;0;0;2020-03-06
85;0;0;2020-03-07
85;0;0;2020-03-08
85;0;0;2020-03-09
85;0;0;2020-03-10
85;0;0;2020-03-11
85;0;0;2020-03-12
85;0;0;2020-03-13
85;0;0;2020-03-14
85;0;0;2020-03-15
85;0;0;2020-03-16
85;0;0;2020-03-17
85;0;0;2020-03-18
85;0;0;2020-03-19
85;0;0;2020-03-20
85;0;0;2020-03-21
85;0;0;2020-03-22
85;0;0;2020-03-23
85;0;0;2020-03-24
85;0;0;2020-03-25
85;0;0;2020-03-26
85;0;0;2020-03-27
85;0;1;2020-03-28
85;0;1;2020-03-29
85;0;1;2020-03-30
85;0;1;2020-03-31
85;0;1;2020-04-01
85;0;1;2020-04-02
85;0;1;2020-04-03
85;0;2;2020-04-04
85;0;2;2020-04-05
85;0;2;2020-04-06
85;0;2;2020-04-07
85;0;2;2020-04-08
85;0;2;2020-04-09
85;0;3;2020-04-10
85;0;3;2020-04-11
85;0;3;2020-04-12
85;0;3;2020-04-13
85;0;3;2020-04-14
85;0;3;2020-04-15
85;0;3;2020-04-16
85;0;4;2020-04-17
85;0;4;2020-04-18
85;0;4;2020-04-19
85;0;4;2020-04-20
85;0;4;2020-04-21
85;0;4;2020-04-22
85;0;4;2020-04-23
85;0;4;2020-04-24
85;0;4;2020-04-25
85;0;4;2020-04-26
85;0;4;2020-04-27
85;0;4;2020-04-28
85;0;4;2020-04-29
85;0;4;2020-04-30
85;0;4;2020-05-01
85;0;4;2020-05-02
85;0;4;2020-05-03
85;0;4;2020-05-04
85;0;4;2020-05-05
85;0;4;2020-05-06
85;0;4;2020-05-07
85;0;4;2020-05-08
85;0;4;2020-05-09
85;0;4;2020-05-10
85;0;4;2020-05-11
85;0;4;2020-05-12
85;0;4;2020-05-13
85;0;4;2020-05-14
85;0;4;2020-05-15
85;0;4;2020-05-16
85;0;4;2020-05-17
85;1;0;2020-03-06
85;1;0;2020-03-07
85;1;0;2020-03-08
85;1;0;2020-03-09
85;1;0;2020-03-10
85;1;0;2020-03-11
85;1;0;2020-03-12
85;1;0;2020-03-13
85;1;0;2020-03-14
85;1;0;2020-03-15
85;1;0;2020-03-16
85;1;0;2020-03-17
85;1;0;2020-03-18
85;1;0;2020-03-19
85;1;0;2020-03-20
85;1;0;2020-03-21
85;1;0;2020-03-22
85;1;0;2020-03-23
85;1;0;2020-03-24
85;1;0;2020-03-25
85;1;0;2020-03-26
85;1;0;2020-03-27
85;1;1;2020-03-28
85;1;1;2020-03-29
85;1;1;2020-03-30
85;1;1;2020-03-31
85;1;1;2020-04-01
85;1;1;2020-04-02
85;1;1;2020-04-03
85;1;1;2020-04-04
85;1;1;2020-04-05
85;1;1;2020-04-06
85;1;1;2020-04-07
85;1;1;2020-04-08
85;1;1;2020-04-09
85;1;1;2020-04-10
85;1;1;2020-04-11
85;1;1;2020-04-12
85;1;1;2020-04-13
85;1;1;2020-04-14
85;1;1;2020-04-15
85;1;1;2020-04-16
85;1;2;2020-04-17
85;1;2;2020-04-18
85;1;2;2020-04-19
85;1;2;2020-04-20
85;1;2;2020-04-21
85;1;2;2020-04-22
85;1;2;2020-04-23
85;1;2;2020-04-24
85;1;2;2020-04-25
85;1;2;2020-04-26
85;1;2;2020-04-27
85;1;2;2020-04-28
85;1;2;2020-04-29
85;1;2;2020-04-30
85;1;2;2020-05-01
85;1;2;2020-05-02
85;1;2;2020-05-03
85;1;2;2020-05-04
85;1;2;2020-05-05
85;1;2;2020-05-06
85;1;2;2020-05-07
85;1;2;2020-05-08
85;1;2;2020-05-09
85;1;2;2020-05-10
85;1;2;2020-05-11
85;1;2;2020-05-12
85;1;2;2020-05-13
85;1;2;2020-05-14
85;1;2;2020-05-15
85;1;2;2020-05-16
85;1;2;2020-05-17
85;2;0;2020-03-06
85;2;0;2020-03-07
85;2;0;2020-03-08
85;2;0;2020-03-09
85;2;0;2020-03-10
85;2;0;2020-03-11
85;2;0;2020-03-12
85;2;0;2020-03-13
85;2;0;2020-03-14
85;2;0;2020-03-15
85;2;0;2020-03-16
85;2;0;2020-03-17
85;2;0;2020-03-18
85;2;0;2020-03-19
85;2;0;2020-03-20
85;2;0;2020-03-21
85;2;0;2020-03-22
85;2;0;2020-03-23
85;2;0;2020-03-24
85;2;0;2020-03-25
85;2;0;2020-03-26
85;2;0;2020-03-27
85;2;0;2020-03-28
85;2;0;2020-03-29
85;2;0;2020-03-30
85;2;0;2020-03-31
85;2;0;2020-04-01
85;2;0;2020-04-02
85;2;0;2020-04-03
85;2;1;2020-04-04
85;2;1;2020-04-05
85;2;1;2020-04-06
85;2;1;2020-04-07
85;2;1;2020-04-08
85;2;1;2020-04-09
85;2;2;2020-04-10
85;2;2;2020-04-11
85;2;2;2020-04-12
85;2;2;2020-04-13
85;2;2;2020-04-14
85;2;2;2020-04-15
85;2;2;2020-04-16
85;2;2;2020-04-17
85;2;2;2020-04-18
85;2;2;2020-04-19
85;2;2;2020-04-20
85;2;2;2020-04-21
85;2;2;2020-04-22
85;2;2;2020-04-23
85;2;2;2020-04-24
85;2;2;2020-04-25
85;2;2;2020-04-26
85;2;2;2020-04-27
85;2;2;2020-04-28
85;2;2;2020-04-29
85;2;2;2020-04-30
85;2;2;2020-05-01
85;2;2;2020-05-02
85;2;2;2020-05-03
85;2;2;2020-05-04
85;2;2;2020-05-05
85;2;2;2020-05-06
85;2;2;2020-05-07
85;2;2;2020-05-08
85;2;2;2020-05-09
85;2;2;2020-05-10
85;2;2;2020-05-11
85;2;2;2020-05-12
85;2;2;2020-05-13
85;2;2;2020-05-14
85;2;2;2020-05-15
